last_fico_range_high,last_fico_range_low,bc_util,revol_util,loan_amnt,int_rate,bc_open_to_buy,mo_sin_old_il_acct,dti,mo_sin_old_rev_tl_op,annual_inc,mo_sin_rcnt_rev_tl_op,sub_grade,fico_range_low,total_bc_limit,tot_cur_bal,num_il_tl,pct_tl_nvr_dlq,mo_sin_rcnt_tl,num_bc_tl,open_acc,acc_open_past_24mths,num_actv_rev_tl,grade,emp_length,percent_bc_gt_75,num_bc_sats,num_actv_bc_tl,num_tl_op_past_12m,inq_last_6mths,purpose,mort_acc,term,initial_list_status,verification_status,home_ownership,tot_coll_amt,num_accts_ever_120_pd,loan_status
534.0,530.0,101.2,81.9,5000.0,22.15,0.0,128.0,3.33,38.0,45000.0,14.0,E5,670.0,3300.0,3521.0,0.0,100.0,14.0,2.0,4.0,3.0,3.0,E,2 years,100.0,2.0,2.0,0.0,1.0,small_business,0.0, 36 months,w,Source Verified,RENT,0.0,0.0,Charged Off
629.0,625.0,33.1,35.2,6400.0,11.99,7900.0,161.0,15.91,141.0,50000.0,1.0,B3,680.0,11800.0,18563.0,9.0,90.5,1.0,8.0,7.0,2.0,5.0,B,6 years,66.7,3.0,3.0,2.0,0.0,debt_consolidation,0.0, 36 months,f,Not Verified,RENT,0.0,0.0,Charged Off
684.0,680.0,7.9,77.2,1800.0,16.01,1657.0,124.0,13.45,225.0,26508.0,39.0,C5,675.0,1800.0,94122.0,14.0,95.5,12.0,1.0,6.0,2.0,4.0,C,10+ years,0.0,1.0,1.0,1.0,0.0,debt_consolidation,2.0, 36 months,f,Verified,MORTGAGE,0.0,1.0,Fully Paid
604.0,600.0,88.0,88.7,10400.0,13.99,658.0,96.0,16.89,576.0,42000.0,2.0,C4,675.0,5500.0,9506.0,3.0,95.0,2.0,14.0,7.0,3.0,5.0,C,10+ years,66.7,3.0,3.0,2.0,0.0,debt_consolidation,0.0, 60 months,f,Source Verified,RENT,0.0,0.0,Fully Paid
674.0,670.0,80.6,77.8,18000.0,10.99,4006.0,225.0,15.12,173.0,110000.0,10.0,B3,680.0,20600.0,366556.0,6.0,63.6,10.0,11.0,12.0,2.0,8.0,B,10+ years,57.1,7.0,7.0,1.0,0.0,debt_consolidation,2.0, 36 months,f,Not Verified,MORTGAGE,0.0,2.0,Fully Paid
664.0,660.0,75.9,55.0,17125.0,16.99,1228.0,144.0,25.07,181.0,70976.0,3.0,D3,670.0,5100.0,32239.0,7.0,84.1,3.0,26.0,8.0,4.0,3.0,D,10+ years,50.0,2.0,2.0,4.0,2.0,debt_consolidation,1.0, 36 months,f,Source Verified,RENT,0.0,6.0,Fully Paid
674.0,670.0,20.2,45.3,14000.0,12.62,7816.0,135.0,18.32,140.0,85000.0,6.0,C1,690.0,9800.0,107769.0,16.0,92.3,6.0,10.0,16.0,2.0,11.0,C,10+ years,0.0,7.0,5.0,2.0,1.0,debt_consolidation,5.0, 60 months,f,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
624.0,620.0,89.4,74.5,3000.0,12.39,296.0,82.0,18.02,99.0,65000.0,12.0,C1,670.0,2800.0,24326.0,3.0,92.3,12.0,4.0,9.0,1.0,3.0,C,3 years,50.0,2.0,1.0,1.0,0.0,debt_consolidation,0.0, 36 months,f,Not Verified,RENT,0.0,0.0,Fully Paid
744.0,740.0,80.9,50.8,10400.0,7.9,1489.0,124.0,22.45,107.0,45000.0,6.0,A4,710.0,7800.0,96218.0,11.0,100.0,6.0,6.0,10.0,3.0,3.0,A,7 years,66.7,3.0,2.0,1.0,0.0,debt_consolidation,2.0, 36 months,f,Verified,MORTGAGE,0.0,0.0,Fully Paid
664.0,660.0,95.2,93.7,12000.0,7.26,641.0,162.0,8.83,472.0,175000.0,25.0,A4,700.0,13300.0,508406.0,11.0,92.7,5.0,17.0,18.0,3.0,6.0,A,10+ years,100.0,7.0,4.0,2.0,0.0,debt_consolidation,5.0, 36 months,w,Source Verified,MORTGAGE,0.0,2.0,Fully Paid
559.0,555.0,39.0,35.1,25000.0,13.33,35957.0,134.0,14.7,156.0,96000.0,5.0,C3,685.0,58900.0,184650.0,50.0,100.0,2.0,27.0,22.0,7.0,17.0,C,10+ years,0.0,14.0,14.0,5.0,1.0,debt_consolidation,0.0, 60 months,w,Not Verified,OWN,0.0,0.0,Fully Paid
614.0,610.0,50.7,35.3,4800.0,9.17,11873.0,128.0,20.88,128.0,25000.0,7.0,B2,690.0,24100.0,12920.0,2.0,100.0,7.0,13.0,16.0,6.0,12.0,B,7 years,50.0,8.0,8.0,2.0,0.0,home_improvement,0.0, 36 months,w,Verified,OWN,0.0,0.0,Charged Off
649.0,645.0,89.2,85.2,6500.0,7.89,292.0,142.0,22.96,133.0,82000.0,47.0,A5,695.0,2700.0,78710.0,15.0,73.7,19.0,2.0,8.0,1.0,3.0,A,3 years,100.0,1.0,1.0,0.0,0.0,other,0.0, 36 months,f,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
589.0,585.0,79.9,46.3,5000.0,19.99,2156.0,140.0,28.31,171.0,53000.0,5.0,E1,675.0,10700.0,290487.0,7.0,100.0,5.0,10.0,14.0,4.0,6.0,E,7 years,40.0,5.0,5.0,4.0,1.0,debt_consolidation,12.0, 36 months,f,Source Verified,MORTGAGE,75.0,0.0,Fully Paid
609.0,605.0,43.0,43.0,7400.0,13.65,8208.0,211.0,15.1,283.0,150000.0,5.0,C1,695.0,14400.0,495076.0,34.0,95.6,4.0,9.0,21.0,2.0,1.0,C,10+ years,0.0,3.0,1.0,2.0,1.0,debt_consolidation,2.0, 36 months,f,Not Verified,MORTGAGE,363.0,1.0,Fully Paid
664.0,660.0,81.9,65.4,8000.0,9.17,1573.0,156.0,19.76,130.0,48400.0,5.0,B2,660.0,8700.0,12221.0,6.0,100.0,5.0,7.0,9.0,2.0,7.0,B,10+ years,66.7,3.0,3.0,1.0,1.0,debt_consolidation,0.0, 36 months,w,Verified,RENT,1258.0,0.0,Fully Paid
524.0,520.0,52.6,49.9,3500.0,14.65,3317.0,128.0,4.89,209.0,28000.0,2.0,C5,690.0,7000.0,3995.0,0.0,100.0,2.0,3.0,4.0,3.0,4.0,C,10+ years,0.0,3.0,3.0,3.0,3.0,car,1.0, 36 months,w,Source Verified,MORTGAGE,0.0,0.0,Charged Off
714.0,710.0,92.8,83.8,12000.0,11.49,815.0,129.0,31.11,235.0,30000.0,8.0,B5,680.0,11300.0,32917.0,4.0,89.5,8.0,6.0,11.0,5.0,7.0,B,4 years,100.0,4.0,4.0,2.0,0.0,home_improvement,0.0, 36 months,w,Not Verified,OWN,0.0,0.0,Fully Paid
634.0,630.0,34.0,33.0,12000.0,6.39,15581.0,128.0,20.36,131.0,55000.0,3.0,A2,730.0,23600.0,236355.0,12.0,100.0,2.0,10.0,8.0,5.0,2.0,A,10+ years,33.3,3.0,2.0,3.0,0.0,credit_card,3.0, 36 months,w,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
749.0,745.0,22.0,23.0,25000.0,7.24,12118.0,137.0,5.39,183.0,190000.0,2.0,A3,715.0,133300.0,347326.0,25.0,100.0,2.0,18.0,18.0,6.0,16.0,A,10+ years,0.0,18.0,11.0,4.0,2.0,debt_consolidation,8.0, 36 months,w,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
719.0,715.0,40.1,40.1,18000.0,7.49,27012.0,54.0,12.09,395.0,107000.0,20.0,A4,715.0,45100.0,570207.0,7.0,100.0,3.0,6.0,14.0,3.0,6.0,A,2 years,20.0,5.0,5.0,2.0,0.0,debt_consolidation,1.0, 36 months,w,Not Verified,MORTGAGE,246.0,0.0,Fully Paid
794.0,790.0,0.0,5.1,7600.0,5.32,500.0,170.0,23.73,228.0,73000.0,10.0,A1,795.0,500.0,135647.0,14.0,100.0,9.0,5.0,10.0,3.0,2.0,A,9 years,0.0,1.0,0.0,2.0,0.0,debt_consolidation,2.0, 36 months,w,Source Verified,OWN,0.0,0.0,Fully Paid
794.0,790.0,68.6,40.0,21000.0,14.99,5987.0,114.0,24.04,159.0,103000.0,4.0,C5,700.0,20000.0,496504.0,7.0,97.1,4.0,13.0,18.0,11.0,8.0,C,5 years,57.1,7.0,5.0,3.0,2.0,debt_consolidation,3.0, 60 months,f,Verified,MORTGAGE,0.0,0.0,Fully Paid
774.0,770.0,33.2,31.3,16000.0,7.26,26463.0,240.0,23.38,227.0,50000.0,10.0,A4,725.0,39600.0,38914.0,25.0,95.7,10.0,11.0,17.0,2.0,6.0,A,10+ years,0.0,5.0,5.0,1.0,0.0,debt_consolidation,0.0, 36 months,w,Not Verified,RENT,0.0,0.0,Fully Paid
704.0,700.0,89.6,64.3,16000.0,10.64,2456.0,125.0,22.97,131.0,130000.0,25.0,B2,700.0,23700.0,162438.0,11.0,100.0,25.0,5.0,14.0,0.0,8.0,B,10+ years,100.0,5.0,5.0,0.0,1.0,debt_consolidation,1.0, 36 months,f,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
734.0,730.0,34.2,34.4,7200.0,7.9,28513.0,128.0,25.55,165.0,45000.0,8.0,A4,705.0,43301.0,77318.0,6.0,97.0,5.0,7.0,13.0,4.0,5.0,A,7 years,33.3,6.0,3.0,2.0,0.0,debt_consolidation,5.0, 36 months,f,Verified,MORTGAGE,0.0,0.0,Fully Paid
749.0,745.0,55.2,53.4,24975.0,11.53,2596.0,96.0,5.94,50.0,95000.0,14.0,B5,695.0,5800.0,15366.0,6.0,100.0,12.0,3.0,6.0,4.0,5.0,B,5 years,50.0,2.0,2.0,1.0,0.0,home_improvement,0.0, 36 months,f,Source Verified,OWN,0.0,0.0,Fully Paid
749.0,745.0,86.4,62.1,20000.0,10.75,2541.0,128.0,12.41,162.0,65000.0,4.0,B4,710.0,18700.0,25334.0,0.0,100.0,4.0,2.0,5.0,1.0,3.0,B,< 1 year,100.0,2.0,2.0,1.0,0.0,debt_consolidation,0.0, 36 months,w,Verified,MORTGAGE,0.0,0.0,Fully Paid
729.0,725.0,88.7,54.7,35000.0,16.55,3651.0,132.0,14.69,178.0,78191.88,11.0,D2,685.0,32200.0,274955.0,8.0,97.1,11.0,8.0,14.0,4.0,5.0,D,10+ years,75.0,4.0,4.0,1.0,0.0,debt_consolidation,6.0, 36 months,w,Source Verified,MORTGAGE,0.0,1.0,Fully Paid
739.0,735.0,99.0,73.8,7200.0,13.66,36.0,295.0,24.53,275.0,29900.0,11.0,C3,690.0,3500.0,13607.0,4.0,100.0,11.0,2.0,6.0,2.0,3.0,C,10+ years,100.0,1.0,1.0,2.0,1.0,debt_consolidation,0.0, 36 months,f,Source Verified,OWN,0.0,0.0,Charged Off
714.0,710.0,88.4,90.6,8000.0,15.41,647.0,107.0,34.49,148.0,43000.0,7.0,D1,670.0,5600.0,31072.0,5.0,83.3,4.0,5.0,9.0,5.0,5.0,D,6 years,50.0,4.0,4.0,3.0,0.0,medical,0.0, 36 months,w,Verified,OWN,0.0,0.0,Fully Paid
534.0,530.0,83.3,48.4,4350.0,9.67,984.0,117.0,12.11,113.0,65000.0,14.0,B1,680.0,5900.0,45696.0,18.0,73.3,9.0,9.0,15.0,10.0,4.0,B,4 years,66.7,3.0,3.0,1.0,0.0,credit_card,0.0, 36 months,f,Not Verified,RENT,0.0,9.0,Charged Off
734.0,730.0,26.5,54.3,25000.0,15.61,10218.0,136.0,8.04,150.0,113904.0,76.0,D1,685.0,13900.0,16182.0,15.0,67.9,70.0,5.0,7.0,0.0,4.0,D,10+ years,75.0,4.0,3.0,0.0,0.0,debt_consolidation,4.0, 60 months,w,Verified,RENT,0.0,1.0,Fully Paid
804.0,800.0,14.8,12.3,5600.0,5.32,20453.0,123.0,5.19,203.0,62000.0,14.0,A1,730.0,24000.0,170236.0,4.0,97.2,14.0,19.0,9.0,2.0,4.0,A,10+ years,0.0,4.0,2.0,0.0,0.0,credit_card,3.0, 36 months,w,Verified,OWN,0.0,1.0,Fully Paid
729.0,725.0,4.4,3.3,3050.0,7.89,26490.0,158.0,9.1,98.0,53000.0,3.0,A5,725.0,27700.0,15962.0,9.0,86.7,3.0,9.0,21.0,6.0,3.0,A,10+ years,0.0,9.0,3.0,4.0,0.0,credit_card,0.0, 36 months,w,Not Verified,RENT,683.0,0.0,Fully Paid
709.0,705.0,64.95,58.2,10000.0,11.11,4006.0,128.0,8.06,165.0,60000.0,8.0,B5,695.0,14000.0,77318.0,6.0,97.0,5.0,7.0,11.0,4.0,5.0,B,7 years,50.0,4.0,3.0,2.0,1.0,credit_card,1.0, 36 months,f,Not Verified,RENT,0.0,0.0,Fully Paid
664.0,660.0,90.3,65.1,27050.0,16.78,1618.0,246.0,26.4,152.0,61181.0,85.0,C5,705.0,16700.0,381146.0,43.0,100.0,6.0,12.0,18.0,4.0,8.0,C,1 year,75.0,4.0,4.0,1.0,0.0,debt_consolidation,1.0, 60 months,f,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
594.0,590.0,72.9,77.9,8400.0,13.99,3168.0,155.0,33.31,228.0,98000.0,6.0,C3,680.0,11700.0,362943.0,12.0,97.2,2.0,6.0,18.0,5.0,9.0,C,10+ years,50.0,2.0,2.0,5.0,0.0,medical,4.0, 36 months,f,Verified,MORTGAGE,0.0,0.0,Fully Paid
694.0,690.0,93.6,83.8,5000.0,13.59,4126.0,82.0,29.95,368.0,110000.0,4.0,C2,695.0,64100.0,369390.0,2.0,92.0,4.0,8.0,14.0,4.0,10.0,C,10+ years,83.3,6.0,6.0,2.0,1.0,debt_consolidation,5.0, 36 months,f,Not Verified,OWN,0.0,0.0,Fully Paid
499.0,0.0,81.0,66.0,10000.0,14.33,721.0,255.0,12.55,54.0,140000.0,12.0,C1,690.0,3800.0,175525.0,9.0,77.0,6.0,4.0,10.0,9.0,5.0,C,1 year,66.7,3.0,3.0,4.0,1.0,debt_consolidation,1.0, 36 months,f,Source Verified,MORTGAGE,0.0,2.0,Fully Paid
709.0,705.0,37.1,32.2,10000.0,9.93,17543.0,177.0,27.18,177.0,69000.0,2.0,B2,665.0,27900.0,97140.0,15.0,83.9,2.0,10.0,28.0,3.0,8.0,B,7 years,33.3,9.0,7.0,2.0,1.0,debt_consolidation,1.0, 36 months,w,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
769.0,765.0,64.95,37.8,7700.0,6.62,4006.0,128.0,25.87,165.0,18000.0,8.0,A2,735.0,14000.0,77318.0,6.0,97.0,5.0,7.0,6.0,4.0,5.0,A,5 years,50.0,4.0,3.0,2.0,0.0,debt_consolidation,1.0, 36 months,f,Verified,OWN,0.0,0.0,Fully Paid
724.0,720.0,14.2,14.0,23000.0,8.39,51294.0,180.0,6.26,249.0,78000.0,4.0,A5,785.0,59800.0,249132.0,3.0,100.0,4.0,9.0,8.0,2.0,3.0,A,10+ years,0.0,4.0,1.0,1.0,0.0,debt_consolidation,4.0, 60 months,f,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
604.0,600.0,29.2,31.0,21450.0,18.54,33825.0,147.0,21.69,226.0,43000.0,24.0,E1,680.0,47800.0,66604.0,12.0,95.2,24.0,7.0,13.0,1.0,6.0,E,2 years,66.7,6.0,5.0,0.0,0.0,credit_card,0.0, 60 months,w,Verified,RENT,0.0,1.0,Charged Off
634.0,630.0,34.1,32.9,24000.0,7.26,23668.0,216.0,14.13,135.0,125000.0,6.0,A4,715.0,35900.0,260287.0,62.0,100.0,6.0,15.0,25.0,2.0,6.0,A,5 years,0.0,5.0,5.0,2.0,0.0,debt_consolidation,0.0, 36 months,f,Verified,MORTGAGE,0.0,0.0,Fully Paid
734.0,730.0,93.5,59.9,20000.0,10.99,1701.0,147.0,17.23,150.0,72500.0,16.0,B3,675.0,26200.0,181557.0,7.0,96.6,11.0,10.0,9.0,2.0,4.0,B,3 years,100.0,3.0,3.0,1.0,0.0,debt_consolidation,4.0, 36 months,w,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
644.0,640.0,100.3,69.0,1500.0,16.78,0.0,132.0,17.58,84.0,38700.0,69.0,C5,730.0,4500.0,100441.0,5.0,100.0,16.0,1.0,4.0,1.0,2.0,C,7 years,100.0,1.0,1.0,0.0,0.0,credit_card,1.0, 36 months,f,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
694.0,690.0,0.0,84.0,21725.0,13.98,0.0,277.0,28.12,338.0,135000.0,15.0,C1,720.0,0.0,561732.0,8.0,91.0,15.0,7.0,9.0,3.0,3.0,C,5 years,50.0,7.0,0.0,0.0,2.0,credit_card,5.0, 60 months,f,Verified,MORTGAGE,0.0,0.0,Fully Paid
639.0,635.0,73.1,74.6,6000.0,15.31,1937.0,128.0,7.81,90.0,45000.0,3.0,C4,695.0,7200.0,71192.0,0.0,100.0,3.0,9.0,7.0,4.0,5.0,C,10+ years,40.0,5.0,5.0,3.0,2.0,other,1.0, 36 months,w,Verified,MORTGAGE,0.0,0.0,Fully Paid
649.0,645.0,21.9,21.1,8725.0,21.0,31381.0,99.0,25.49,64.0,25000.0,7.0,E1,710.0,40200.0,57678.0,9.0,100.0,6.0,9.0,10.0,7.0,5.0,E,2 years,50.0,6.0,5.0,3.0,2.0,other,0.0, 36 months,f,Not Verified,RENT,0.0,0.0,Fully Paid
804.0,800.0,40.6,38.6,18000.0,6.49,23363.0,80.0,27.57,136.0,60000.0,14.0,A2,745.0,39300.0,56983.0,15.0,100.0,2.0,12.0,17.0,2.0,3.0,A,1 year,28.6,8.0,3.0,1.0,0.0,credit_card,0.0, 36 months,w,Not Verified,RENT,0.0,0.0,Fully Paid
544.0,540.0,84.1,84.1,35000.0,19.52,14827.0,141.0,24.33,206.0,150000.0,20.0,E3,705.0,93100.0,476106.0,6.0,100.0,20.0,22.0,11.0,3.0,7.0,E,9 years,75.0,8.0,7.0,0.0,0.0,debt_consolidation,1.0, 60 months,f,Verified,MORTGAGE,0.0,0.0,Charged Off
729.0,725.0,52.2,52.2,20000.0,7.26,13375.0,132.0,19.21,220.0,105000.0,19.0,A4,690.0,28000.0,243129.0,20.0,87.1,3.0,6.0,13.0,3.0,2.0,A,4 years,50.0,2.0,2.0,1.0,1.0,credit_card,4.0, 36 months,w,Verified,MORTGAGE,0.0,0.0,Fully Paid
714.0,710.0,91.5,82.2,12800.0,12.79,1454.0,323.0,17.9,234.0,85000.0,5.0,C1,730.0,17200.0,233111.0,13.0,91.2,5.0,11.0,13.0,7.0,4.0,C,4 years,66.7,3.0,3.0,3.0,0.0,credit_card,6.0, 60 months,w,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
734.0,730.0,3.8,10.5,25000.0,7.35,79384.0,157.0,14.02,231.0,165000.0,25.0,A4,715.0,82500.0,65014.0,9.0,93.8,10.0,17.0,17.0,4.0,7.0,A,< 1 year,0.0,11.0,6.0,1.0,0.0,small_business,2.0, 36 months,f,Not Verified,RENT,0.0,2.0,Fully Paid
719.0,715.0,60.7,57.6,8000.0,11.99,3147.0,36.0,11.83,76.0,50000.0,4.0,B3,700.0,8000.0,50000.0,2.0,100.0,4.0,2.0,8.0,6.0,5.0,B,10+ years,50.0,2.0,2.0,1.0,2.0,debt_consolidation,1.0, 36 months,w,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
529.0,525.0,54.8,46.6,9100.0,23.13,3886.0,116.0,41.4,61.0,40000.0,5.0,F1,695.0,8600.0,49150.0,7.0,100.0,5.0,3.0,9.0,5.0,6.0,F,6 years,33.3,3.0,3.0,3.0,0.0,debt_consolidation,0.0, 36 months,w,Source Verified,MORTGAGE,0.0,0.0,Charged Off
669.0,665.0,56.5,45.6,6400.0,7.62,4477.0,125.0,29.13,86.0,55000.0,32.0,A3,720.0,10300.0,42739.0,5.0,100.0,10.0,6.0,9.0,3.0,6.0,A,10+ years,50.0,4.0,4.0,2.0,0.0,debt_consolidation,0.0, 36 months,w,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
769.0,765.0,75.1,61.2,8000.0,14.09,274.0,113.0,10.96,97.0,57065.0,5.0,B5,685.0,1100.0,155114.0,9.0,83.0,5.0,3.0,8.0,2.0,5.0,B,4 years,50.0,2.0,2.0,1.0,0.0,debt_consolidation,1.0, 36 months,f,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
669.0,665.0,87.6,65.2,10000.0,13.67,2407.0,118.0,8.29,132.0,65000.0,3.0,C3,670.0,19400.0,274274.0,3.0,95.5,3.0,10.0,10.0,3.0,6.0,C,4 years,80.0,5.0,5.0,2.0,0.0,credit_card,2.0, 60 months,w,Source Verified,RENT,83.0,0.0,Fully Paid
769.0,765.0,67.5,56.3,26000.0,7.9,12982.0,102.0,8.2,243.0,203000.0,21.0,A4,735.0,40000.0,622898.0,12.0,100.0,17.0,6.0,12.0,3.0,4.0,A,2 years,50.0,2.0,2.0,0.0,0.0,debt_consolidation,6.0, 36 months,w,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
594.0,590.0,92.6,91.2,20000.0,21.98,583.0,75.0,25.43,126.0,53000.0,6.0,E4,660.0,7900.0,38794.0,3.0,100.0,6.0,9.0,10.0,5.0,8.0,E,10+ years,100.0,4.0,4.0,1.0,0.0,credit_card,0.0, 60 months,f,Verified,RENT,0.0,0.0,Charged Off
759.0,755.0,16.0,9.0,21175.0,10.49,8917.0,129.0,21.9,296.0,72000.0,18.0,B2,685.0,26750.0,352808.0,4.0,93.0,4.0,31.0,11.0,4.0,5.0,B,4 years,0.0,28.0,5.0,1.0,2.0,debt_consolidation,1.0, 36 months,w,Verified,MORTGAGE,0.0,0.0,Fully Paid
779.0,775.0,27.8,16.7,20950.0,11.47,18123.0,138.0,29.25,174.0,75000.0,3.0,B5,780.0,25100.0,229592.0,21.0,100.0,3.0,15.0,15.0,9.0,5.0,B,10+ years,0.0,4.0,3.0,3.0,0.0,debt_consolidation,7.0, 36 months,w,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
504.0,500.0,102.0,97.0,8400.0,15.05,833.0,122.0,4.87,421.0,88986.0,11.0,C4,660.0,2500.0,73921.0,4.0,91.0,11.0,3.0,6.0,4.0,5.0,C,7 years,100.0,3.0,3.0,3.0,0.0,debt_consolidation,1.0, 36 months,w,Source Verified,MORTGAGE,138.0,0.0,Charged Off
774.0,770.0,66.0,45.2,17600.0,11.55,7796.0,93.0,15.12,54.0,50000.0,3.0,B3,695.0,22900.0,22497.0,11.0,100.0,3.0,5.0,13.0,9.0,5.0,B,5 years,20.0,5.0,4.0,5.0,0.0,debt_consolidation,0.0, 36 months,f,Not Verified,RENT,0.0,0.0,Fully Paid
614.0,610.0,9.1,8.7,35000.0,15.8,33052.0,178.0,9.51,158.0,145000.0,13.0,C3,725.0,47300.0,893760.0,13.0,96.0,13.0,15.0,13.0,1.0,3.0,C,1 year,0.0,3.0,2.0,0.0,0.0,debt_consolidation,8.0, 60 months,f,Verified,MORTGAGE,0.0,2.0,Charged Off
764.0,760.0,8.4,7.8,5000.0,6.24,58970.0,124.0,19.02,183.0,60000.0,9.0,A2,800.0,64400.0,19500.0,3.0,100.0,6.0,22.0,22.0,6.0,6.0,A,10+ years,0.0,13.0,5.0,2.0,0.0,major_purchase,0.0, 36 months,w,Not Verified,OWN,0.0,0.0,Fully Paid
754.0,750.0,47.3,41.0,35000.0,13.35,52440.0,137.0,24.45,358.0,85000.0,1.0,C2,715.0,99500.0,79287.0,4.0,100.0,1.0,17.0,26.0,5.0,11.0,C,10+ years,16.7,12.0,8.0,2.0,0.0,credit_card,2.0, 60 months,w,Verified,MORTGAGE,0.0,0.0,Fully Paid
564.0,560.0,84.2,74.3,26500.0,23.83,2878.0,148.0,26.24,162.0,59000.0,2.0,F5,670.0,18200.0,153673.0,16.0,82.0,2.0,14.0,16.0,12.0,11.0,F,10+ years,57.1,7.0,7.0,6.0,3.0,debt_consolidation,2.0, 60 months,w,Verified,MORTGAGE,0.0,5.0,Charged Off
524.0,520.0,97.0,97.0,35000.0,12.99,11125.0,174.0,21.28,312.0,125000.0,8.0,C2,665.0,89000.0,86102.0,1.0,100.0,8.0,10.0,10.0,3.0,9.0,C,10+ years,87.5,10.0,8.0,3.0,0.0,debt_consolidation,0.0, 36 months,w,Verified,RENT,0.0,0.0,Charged Off
734.0,730.0,95.1,77.8,24000.0,8.18,261.0,151.0,28.13,239.0,75000.0,13.0,B1,720.0,5300.0,274823.0,29.0,100.0,9.0,6.0,14.0,5.0,3.0,B,10+ years,100.0,2.0,2.0,2.0,0.0,credit_card,2.0, 36 months,w,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
709.0,705.0,78.1,73.2,15000.0,10.42,3289.0,100.0,60.82,151.0,16000.0,9.0,B3,700.0,15000.0,18598.0,4.0,93.3,9.0,7.0,9.0,2.0,5.0,B,10+ years,33.3,6.0,5.0,1.0,0.0,debt_consolidation,0.0, 36 months,w,Verified,OWN,0.0,0.0,Fully Paid
649.0,645.0,48.0,27.0,12000.0,18.25,2613.0,108.0,26.85,235.0,53450.0,1.0,E1,665.0,10450.0,30804.0,13.0,100.0,1.0,5.0,21.0,14.0,15.0,E,10+ years,0.0,5.0,4.0,8.0,2.0,debt_consolidation,0.0, 60 months,w,Verified,MORTGAGE,2618.0,0.0,Fully Paid
509.0,505.0,56.9,31.7,11000.0,23.99,2499.0,60.0,21.84,250.0,56000.0,1.0,E2,675.0,5800.0,172576.0,3.0,78.6,1.0,2.0,9.0,4.0,6.0,E,5 years,0.0,2.0,2.0,2.0,0.0,debt_consolidation,4.0, 36 months,f,Source Verified,MORTGAGE,2155.0,0.0,Charged Off
684.0,680.0,0.0,37.1,24900.0,13.99,4600.0,196.0,22.7,89.0,130000.0,16.0,C4,710.0,4600.0,243355.0,29.0,97.8,2.0,8.0,13.0,8.0,1.0,C,3 years,0.0,2.0,0.0,4.0,0.0,debt_consolidation,2.0, 60 months,w,Verified,MORTGAGE,0.0,1.0,Fully Paid
634.0,630.0,63.0,57.0,2000.0,9.93,3875.0,38.0,25.71,406.0,42000.0,9.0,B2,690.0,15500.0,34752.0,4.0,100.0,5.0,6.0,10.0,5.0,8.0,B,10+ years,25.0,6.0,4.0,3.0,3.0,debt_consolidation,0.0, 36 months,w,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
799.0,795.0,34.8,27.6,23000.0,6.03,60107.0,160.0,17.57,234.0,131000.0,16.0,A1,710.0,92200.0,260616.0,19.0,100.0,4.0,22.0,16.0,6.0,7.0,A,10+ years,0.0,7.0,4.0,2.0,0.0,credit_card,12.0, 36 months,f,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
619.0,615.0,64.95,90.6,18900.0,18.99,4006.0,146.0,31.28,220.0,45000.0,25.0,E1,705.0,0.0,85138.0,5.0,100.0,6.0,3.0,7.0,3.0,4.0,E,10+ years,50.0,0.0,0.0,3.0,0.0,debt_consolidation,1.0, 60 months,w,Source Verified,MORTGAGE,0.0,0.0,Charged Off
669.0,665.0,91.7,86.7,25000.0,19.05,2946.0,183.0,22.45,147.0,101965.0,8.0,D4,675.0,35300.0,53148.0,2.0,94.0,8.0,13.0,12.0,2.0,8.0,D,10+ years,85.7,7.0,7.0,1.0,0.0,debt_consolidation,0.0, 60 months,f,Verified,MORTGAGE,0.0,0.0,Charged Off
769.0,765.0,15.4,24.1,15000.0,7.89,10992.0,159.0,18.39,363.0,43200.0,6.0,A5,750.0,13000.0,176758.0,6.0,94.1,6.0,9.0,13.0,1.0,8.0,A,1 year,25.0,4.0,4.0,1.0,0.0,debt_consolidation,2.0, 36 months,w,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
694.0,690.0,46.5,34.7,1500.0,12.74,2193.0,128.0,2.4,55.0,10512.0,15.0,C1,755.0,4100.0,1907.0,0.0,100.0,15.0,1.0,2.0,1.0,1.0,C,10+ years,0.0,1.0,1.0,0.0,0.0,debt_consolidation,0.0, 36 months,f,Verified,RENT,0.0,0.0,Fully Paid
