loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,fico_range_low,inq_last_6mths,open_acc,pub_rec,revol_util,initial_list_status,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,application_type,tot_coll_amt,tot_cur_bal,acc_open_past_24mths,bc_open_to_buy,bc_util,chargeoff_within_12_mths,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,total_bc_limit,hardship_flag,disbursement_method
12500.0, 36 months,9.17,B,B2,10+ years,MORTGAGE,62000.0,Source Verified,Fully Paid,debt_consolidation,16.92,715.0,0.0,9.0,0.0,41.4,w,689.0,685.0,0.0,Individual,0.0,265068.0,4.0,7277.0,41.3,0.0,80.0,222.0,4.0,4.0,4.0,0.0,3.0,4.0,4.0,12.0,4.0,0.0,0.0,3.0,92.6,25.0,0.0,0.0,12400.0,N,Cash
16850.0, 36 months,11.99,B,B5,< 1 year,RENT,90000.0,Source Verified,Fully Paid,debt_consolidation,27.33,660.0,0.0,6.0,0.0,4.2,w,669.0,665.0,0.0,Individual,8018.0,58980.0,1.0,2677.0,4.4,0.0,127.0,370.0,47.0,15.0,0.0,8.0,1.0,1.0,2.0,13.0,6.0,0.0,0.0,0.0,60.9,0.0,0.0,0.0,2800.0,N,Cash
14000.0, 36 months,14.46,C,C4,10+ years,MORTGAGE,140000.0,Verified,Fully Paid,home_improvement,22.18,660.0,1.0,27.0,1.0,44.8,w,629.0,625.0,0.0,Individual,0.0,91080.0,14.0,13067.0,53.3,0.0,145.0,147.0,1.0,1.0,3.0,0.0,10.0,17.0,12.0,14.0,12.0,0.0,0.0,12.0,100.0,33.3,0.0,0.0,28000.0,N,Cash
4000.0, 36 months,5.42,A,A1,2 years,MORTGAGE,34600.0,Not Verified,Fully Paid,debt_consolidation,12.97,760.0,0.0,8.0,0.0,9.6,f,779.0,775.0,0.0,Individual,0.0,77318.0,4.0,4006.0,64.95,0.0,128.0,165.0,8.0,5.0,1.0,0.0,3.0,5.0,4.0,7.0,6.0,0.0,0.0,2.0,97.0,50.0,0.0,0.0,14000.0,N,Cash
30000.0, 36 months,16.99,D,D3,10+ years,RENT,80000.0,Verified,Fully Paid,debt_consolidation,8.22,695.0,0.0,7.0,0.0,72.6,f,654.0,650.0,0.0,Individual,0.0,18299.0,1.0,0.0,100.3,0.0,152.0,174.0,18.0,18.0,1.0,0.0,3.0,6.0,3.0,3.0,4.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,12100.0,N,Cash
5400.0, 36 months,13.18,C,C3,10+ years,MORTGAGE,18000.0,Verified,Charged Off,credit_card,14.13,670.0,1.0,6.0,0.0,54.0,w,569.0,565.0,0.0,Individual,0.0,81200.0,2.0,2088.0,74.0,0.0,128.0,170.0,2.0,2.0,2.0,0.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,2.0,75.0,75.0,0.0,0.0,8350.0,N,Cash
12000.0, 60 months,17.57,D,D4,10+ years,MORTGAGE,78000.0,Not Verified,Fully Paid,debt_consolidation,24.8,680.0,0.0,9.0,0.0,96.4,w,664.0,660.0,0.0,Individual,0.0,212571.0,2.0,1206.0,95.0,0.0,186.0,154.0,10.0,7.0,1.0,0.0,3.0,6.0,3.0,4.0,10.0,0.0,0.0,2.0,95.5,100.0,0.0,0.0,24100.0,N,Cash
20000.0, 60 months,16.02,C,C5,< 1 year,MORTGAGE,75000.0,Not Verified,Fully Paid,debt_consolidation,11.6,705.0,2.0,22.0,0.0,29.5,w,709.0,705.0,0.0,Joint App,86.0,221164.0,8.0,53758.0,36.3,0.0,120.0,130.0,7.0,7.0,4.0,1.0,5.0,8.0,12.0,21.0,5.0,0.0,0.0,4.0,97.7,8.3,0.0,0.0,84400.0,N,Cash
12000.0, 36 months,10.41,B,B3,2 years,RENT,66310.0,Source Verified,Fully Paid,credit_card,14.48,675.0,1.0,11.0,1.0,37.3,w,679.0,675.0,0.0,Individual,0.0,37463.0,7.0,1908.0,80.9,0.0,36.0,331.0,4.0,1.0,1.0,0.0,1.0,4.0,1.0,4.0,4.0,0.0,0.0,3.0,100.0,100.0,1.0,0.0,10000.0,N,Cash
12000.0, 36 months,12.29,C,C1,10+ years,RENT,41500.0,Verified,Fully Paid,debt_consolidation,17.58,675.0,0.0,13.0,0.0,49.4,f,689.0,685.0,0.0,Individual,0.0,11691.0,7.0,5696.0,46.3,0.0,130.0,139.0,5.0,5.0,0.0,2.0,4.0,9.0,4.0,12.0,3.0,0.0,0.0,4.0,80.0,50.0,0.0,0.0,10600.0,N,Cash
10000.0, 36 months,10.42,B,B3,10+ years,OWN,32000.0,Source Verified,Fully Paid,credit_card,19.92,705.0,2.0,9.0,1.0,30.8,w,694.0,690.0,0.0,Individual,0.0,31565.0,5.0,7240.0,34.2,0.0,260.0,73.0,4.0,4.0,2.0,0.0,4.0,4.0,4.0,4.0,8.0,0.0,0.0,2.0,100.0,0.0,1.0,0.0,11000.0,N,Cash
12000.0, 60 months,17.86,D,D5,4 years,RENT,70000.0,Source Verified,Fully Paid,debt_consolidation,17.11,685.0,0.0,8.0,0.0,52.8,w,619.0,615.0,0.0,Individual,0.0,31433.0,7.0,4244.0,48.9,0.0,126.0,126.0,7.0,7.0,0.0,1.0,4.0,5.0,4.0,5.0,8.0,0.0,0.0,2.0,92.9,25.0,0.0,0.0,8300.0,N,Cash
20000.0, 60 months,10.49,B,B3,4 years,MORTGAGE,88000.0,Verified,Fully Paid,home_improvement,1.05,665.0,0.0,5.0,1.0,28.7,w,724.0,720.0,0.0,Individual,0.0,155684.0,1.0,4777.0,28.7,0.0,140.0,105.0,29.0,9.0,3.0,0.0,3.0,3.0,4.0,8.0,5.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,6700.0,N,Cash
24000.0, 36 months,11.49,B,B5,3 years,MORTGAGE,80000.0,Verified,Charged Off,debt_consolidation,13.01,670.0,4.0,11.0,0.0,58.0,w,584.0,580.0,0.0,Individual,0.0,193378.0,7.0,10450.0,73.0,0.0,160.0,325.0,5.0,5.0,3.0,0.0,2.0,8.0,6.0,6.0,19.0,0.0,0.0,4.0,90.0,50.0,0.0,0.0,20900.0,N,Cash
3600.0, 36 months,16.55,D,D2,10+ years,RENT,37398.0,Not Verified,Charged Off,debt_consolidation,8.99,665.0,1.0,5.0,0.0,71.8,f,499.0,0.0,0.0,Individual,72.0,6642.0,3.0,929.0,71.8,0.0,158.0,128.0,8.0,8.0,0.0,0.0,2.0,2.0,3.0,3.0,6.0,0.0,0.0,2.0,84.6,33.3,0.0,0.0,3300.0,N,Cash
15250.0, 36 months,15.61,C,C3,10+ years,MORTGAGE,47000.0,Verified,Fully Paid,debt_consolidation,34.83,665.0,1.0,10.0,0.0,52.4,f,809.0,805.0,0.0,Individual,812.0,159178.0,3.0,377.0,96.2,0.0,177.0,212.0,9.0,3.0,2.0,1.0,2.0,5.0,2.0,3.0,11.0,0.0,0.0,3.0,96.3,100.0,0.0,0.0,9800.0,N,Cash
5000.0, 36 months,13.35,C,C2,< 1 year,RENT,30000.0,Source Verified,Charged Off,debt_consolidation,19.73,710.0,2.0,3.0,0.0,57.3,w,529.0,525.0,0.0,Individual,0.0,28356.0,4.0,3286.0,57.3,0.0,25.0,45.0,6.0,5.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,7700.0,N,Cash
10000.0, 36 months,9.92,B,B2,7 years,RENT,47000.0,Not Verified,Fully Paid,debt_consolidation,3.4,695.0,0.0,3.0,0.0,53.8,w,764.0,760.0,0.0,Individual,0.0,6457.0,0.0,5543.0,53.8,0.0,128.0,124.0,111.0,111.0,0.0,0.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,100.0,33.3,0.0,0.0,12000.0,N,Cash
35000.0, 36 months,19.99,D,D4,2 years,MORTGAGE,90000.0,Verified,Fully Paid,debt_consolidation,12.17,710.0,0.0,7.0,1.0,34.8,f,739.0,735.0,0.0,Individual,0.0,81224.0,5.0,19902.0,29.9,0.0,50.0,114.0,2.0,2.0,1.0,0.0,4.0,5.0,4.0,5.0,3.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,28400.0,N,Cash
5025.0, 36 months,13.49,C,C2,6 years,MORTGAGE,35000.0,Not Verified,Fully Paid,home_improvement,27.47,705.0,1.0,7.0,0.0,19.8,f,739.0,735.0,0.0,Individual,145.0,45999.0,4.0,4854.0,31.6,0.0,117.0,194.0,6.0,6.0,0.0,0.0,1.0,4.0,1.0,3.0,3.0,0.0,0.0,3.0,91.7,0.0,0.0,0.0,7100.0,N,Cash
40000.0, 36 months,12.99,C,C2,10+ years,MORTGAGE,157806.0,Verified,Fully Paid,debt_consolidation,27.67,705.0,1.0,25.0,0.0,78.0,w,734.0,730.0,0.0,Individual,0.0,642772.0,6.0,6669.0,87.9,0.0,132.0,274.0,5.0,5.0,6.0,0.0,5.0,9.0,6.0,14.0,20.0,0.0,0.0,3.0,100.0,83.3,0.0,0.0,54900.0,N,Cash
3000.0, 36 months,8.59,A,A5,3 years,RENT,45000.0,Source Verified,Fully Paid,credit_card,12.67,685.0,0.0,12.0,1.0,20.1,f,609.0,605.0,0.0,Individual,104.0,10234.0,9.0,806.0,38.0,0.0,64.0,27.0,13.0,13.0,0.0,0.0,2.0,7.0,2.0,2.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1300.0,N,Cash
35000.0, 60 months,11.99,C,C1,10+ years,RENT,140000.0,Verified,Charged Off,debt_consolidation,32.8,680.0,0.0,22.0,0.0,62.0,f,554.0,550.0,0.0,Individual,0.0,107288.0,1.0,30623.0,59.5,0.0,120.0,392.0,7.0,7.0,4.0,2.0,8.0,14.0,10.0,25.0,7.0,0.0,0.0,1.0,86.8,70.0,0.0,0.0,118200.0,N,Cash
28000.0, 60 months,14.08,C,C3,10+ years,MORTGAGE,62000.0,Verified,Fully Paid,debt_consolidation,27.87,720.0,0.0,6.0,0.0,95.0,w,704.0,700.0,0.0,Individual,0.0,294380.0,3.0,1139.0,94.2,0.0,125.0,127.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,4.0,5.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,19800.0,N,Cash
16100.0, 60 months,10.65,B,B2,5 years,MORTGAGE,62500.0,Source Verified,Fully Paid,debt_consolidation,21.41,750.0,0.0,12.0,0.0,12.4,f,694.0,690.0,0.0,Individual,0.0,77318.0,4.0,4006.0,64.95,0.0,128.0,165.0,8.0,5.0,1.0,0.0,3.0,5.0,4.0,7.0,6.0,0.0,0.0,2.0,97.0,50.0,0.0,0.0,14000.0,N,Cash
5000.0, 36 months,9.93,B,B2,5 years,RENT,72000.0,Verified,Fully Paid,other,0.55,700.0,0.0,1.0,1.0,0.8,f,654.0,650.0,0.0,Individual,0.0,48.0,0.0,5952.0,0.8,0.0,52.0,55.0,53.0,52.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,6000.0,N,Cash
13000.0, 60 months,16.2,C,C4,9 years,MORTGAGE,120000.0,Source Verified,Fully Paid,debt_consolidation,7.11,680.0,1.0,12.0,0.0,81.9,w,624.0,620.0,0.0,Individual,0.0,229770.0,5.0,1391.0,92.4,0.0,129.0,162.0,6.0,6.0,2.0,1.0,4.0,7.0,6.0,8.0,12.0,0.0,0.0,3.0,80.8,80.0,0.0,0.0,18200.0,N,Cash
10000.0, 36 months,7.21,A,A3,10+ years,MORTGAGE,85000.0,Not Verified,Fully Paid,debt_consolidation,12.52,730.0,0.0,11.0,1.0,15.1,w,779.0,775.0,0.0,Individual,0.0,558692.0,7.0,16328.0,14.5,0.0,118.0,107.0,1.0,1.0,5.0,0.0,4.0,7.0,4.0,6.0,7.0,0.0,0.0,4.0,100.0,0.0,1.0,0.0,19100.0,N,Cash
10000.0, 36 months,9.71,B,B1,8 years,MORTGAGE,60000.0,Not Verified,Fully Paid,credit_card,9.72,725.0,0.0,7.0,0.0,49.1,w,769.0,765.0,0.0,Individual,0.0,222843.0,1.0,402.0,96.5,0.0,262.0,81.0,21.0,21.0,1.0,0.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,11500.0,N,Cash
4000.0, 36 months,17.86,D,D5,< 1 year,OWN,45452.0,Source Verified,Fully Paid,debt_consolidation,7.31,685.0,0.0,12.0,0.0,42.3,f,684.0,680.0,0.0,Individual,0.0,9889.0,4.0,2172.0,69.4,0.0,115.0,85.0,4.0,4.0,0.0,1.0,3.0,4.0,3.0,3.0,7.0,0.0,0.0,1.0,95.0,33.3,0.0,0.0,7100.0,N,Cash
15000.0, 60 months,12.99,C,C1,10+ years,MORTGAGE,45000.0,Verified,Fully Paid,debt_consolidation,19.47,800.0,0.0,5.0,0.0,18.2,f,779.0,775.0,0.0,Individual,0.0,150876.0,0.0,49069.0,18.2,0.0,146.0,324.0,27.0,27.0,2.0,0.0,2.0,2.0,3.0,5.0,3.0,0.0,0.0,0.0,100.0,33.3,0.0,0.0,60000.0,N,Cash
16000.0, 36 months,8.18,B,B1,2 years,RENT,50000.0,Not Verified,Fully Paid,debt_consolidation,28.3,715.0,1.0,11.0,0.0,10.0,w,739.0,735.0,0.0,Individual,0.0,66589.0,8.0,15281.0,10.6,0.0,126.0,134.0,5.0,1.0,0.0,0.0,4.0,7.0,4.0,7.0,33.0,0.0,0.0,5.0,95.7,0.0,0.0,0.0,17100.0,N,Cash
12000.0, 36 months,5.32,A,A1,3 years,MORTGAGE,240000.0,Source Verified,Fully Paid,credit_card,2.25,740.0,0.0,5.0,0.0,34.6,w,749.0,745.0,0.0,Individual,0.0,237500.0,0.0,31415.0,34.6,0.0,139.0,123.0,41.0,41.0,3.0,0.0,3.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,48000.0,N,Cash
28000.0, 60 months,20.2,E,E3,10+ years,MORTGAGE,152000.0,Source Verified,Charged Off,other,12.21,670.0,0.0,9.0,0.0,90.1,w,554.0,550.0,0.0,Individual,0.0,738238.0,3.0,2956.0,93.8,0.0,94.0,359.0,12.0,12.0,3.0,0.0,5.0,6.0,5.0,8.0,4.0,0.0,0.0,1.0,88.2,100.0,0.0,0.0,47400.0,N,Cash
13200.0, 60 months,13.99,C,C4,3 years,MORTGAGE,57000.0,Not Verified,Fully Paid,debt_consolidation,20.72,705.0,0.0,8.0,0.0,57.8,f,709.0,705.0,0.0,Individual,0.0,231776.0,3.0,3671.0,61.8,0.0,108.0,61.0,11.0,11.0,1.0,0.0,2.0,4.0,2.0,2.0,9.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,9600.0,N,Cash
6000.0, 36 months,7.9,A,A4,10+ years,MORTGAGE,84000.0,Not Verified,Fully Paid,home_improvement,19.03,720.0,0.0,12.0,0.0,79.6,f,779.0,775.0,0.0,Individual,0.0,77318.0,3.0,8204.0,81.1,0.0,128.0,165.0,8.0,5.0,7.0,0.0,3.0,5.0,4.0,7.0,6.0,0.0,0.0,2.0,97.0,66.7,0.0,0.0,43400.0,N,Cash
6000.0, 36 months,9.16,B,B2,7 years,MORTGAGE,58000.0,Source Verified,Fully Paid,credit_card,15.19,660.0,1.0,11.0,0.0,35.7,w,674.0,670.0,0.0,Individual,0.0,233449.0,8.0,8548.0,38.1,0.0,26.0,40.0,5.0,5.0,1.0,0.0,5.0,6.0,6.0,6.0,4.0,0.0,0.0,4.0,100.0,50.0,0.0,0.0,13800.0,N,Cash
18500.0, 60 months,14.99,C,C4,5 years,MORTGAGE,120000.0,Verified,Charged Off,debt_consolidation,0.13,725.0,0.0,5.0,0.0,0.2,w,499.0,0.0,0.0,Individual,0.0,132163.0,3.0,3187.0,0.4,0.0,102.0,122.0,17.0,2.0,2.0,0.0,1.0,1.0,2.0,5.0,2.0,0.0,0.0,1.0,92.9,0.0,0.0,0.0,3200.0,N,Cash
33000.0, 60 months,23.99,E,E2,10+ years,OWN,75000.0,Verified,Fully Paid,debt_consolidation,20.16,665.0,0.0,23.0,0.0,45.9,w,704.0,700.0,0.0,Individual,0.0,176250.0,8.0,10198.0,55.7,0.0,118.0,147.0,7.0,7.0,3.0,0.0,11.0,14.0,12.0,21.0,9.0,0.0,0.0,5.0,77.8,8.3,0.0,0.0,23000.0,N,Cash
19875.0, 60 months,12.29,C,C1,1 year,MORTGAGE,49100.0,Source Verified,Fully Paid,debt_consolidation,31.76,715.0,2.0,15.0,0.0,63.9,f,779.0,775.0,0.0,Individual,0.0,57463.0,5.0,5295.0,72.0,0.0,126.0,441.0,17.0,13.0,0.0,0.0,4.0,5.0,5.0,8.0,12.0,0.0,0.0,0.0,100.0,20.0,0.0,0.0,18900.0,N,Cash
6000.0, 36 months,6.91,A,A5,2 years,MORTGAGE,144000.0,Not Verified,Fully Paid,debt_consolidation,20.13,720.0,1.0,10.0,0.0,78.0,f,709.0,705.0,0.0,Individual,0.0,77318.0,4.0,4006.0,64.95,0.0,128.0,165.0,8.0,5.0,1.0,0.0,3.0,5.0,4.0,7.0,6.0,0.0,0.0,2.0,97.0,50.0,0.0,0.0,14000.0,N,Cash
21000.0, 60 months,10.49,B,B3,10+ years,MORTGAGE,120000.0,Not Verified,Fully Paid,credit_card,12.43,750.0,0.0,9.0,0.0,24.0,w,749.0,745.0,0.0,Individual,0.0,371794.0,2.0,29624.0,23.6,0.0,159.0,164.0,27.0,1.0,5.0,1.0,3.0,4.0,4.0,7.0,4.0,0.0,1.0,1.0,89.5,0.0,0.0,0.0,38800.0,N,Cash
20000.0, 36 months,13.18,C,C3,7 years,MORTGAGE,90000.0,Source Verified,Fully Paid,debt_consolidation,31.49,685.0,0.0,8.0,0.0,96.3,w,649.0,645.0,0.0,Individual,0.0,144514.0,7.0,708.0,95.6,0.0,253.0,132.0,13.0,10.0,4.0,0.0,2.0,4.0,2.0,7.0,18.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,16100.0,N,Cash
6400.0, 36 months,16.99,D,D3,10+ years,RENT,16902.0,Verified,Fully Paid,credit_card,27.11,685.0,1.0,6.0,0.0,58.6,w,664.0,660.0,0.0,Individual,0.0,24999.0,3.0,9395.0,58.6,0.0,70.0,29.0,10.0,10.0,0.0,0.0,3.0,3.0,4.0,4.0,5.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,22700.0,N,Cash
4650.0, 36 months,10.99,B,B3,2 years,RENT,48000.0,Source Verified,Fully Paid,other,9.0,720.0,0.0,2.0,0.0,42.3,f,749.0,745.0,0.0,Individual,0.0,77318.0,4.0,4006.0,64.95,0.0,128.0,165.0,8.0,5.0,1.0,0.0,3.0,5.0,4.0,7.0,6.0,0.0,0.0,2.0,97.0,50.0,0.0,0.0,14000.0,N,Cash
1000.0, 36 months,9.16,B,B2,5 years,RENT,30000.0,Source Verified,Fully Paid,vacation,27.76,705.0,0.0,7.0,0.0,8.9,w,619.0,615.0,0.0,Individual,0.0,17855.0,4.0,10438.0,17.2,0.0,122.0,268.0,12.0,9.0,0.0,1.0,1.0,1.0,2.0,7.0,11.0,0.0,0.0,2.0,96.3,0.0,0.0,0.0,12600.0,N,Cash
10000.0, 60 months,12.79,C,C1,1 year,OWN,55000.0,Not Verified,Charged Off,credit_card,3.53,670.0,1.0,3.0,1.0,29.9,w,639.0,635.0,0.0,Individual,0.0,180476.0,1.0,16019.0,30.4,0.0,126.0,157.0,21.0,21.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,83.3,0.0,0.0,0.0,23000.0,N,Cash
3000.0, 60 months,14.91,D,D2,3 years,RENT,25000.0,Source Verified,Charged Off,debt_consolidation,12.86,680.0,2.0,5.0,0.0,46.3,f,514.0,510.0,0.0,Individual,0.0,77318.0,4.0,4006.0,64.95,0.0,128.0,165.0,8.0,5.0,1.0,0.0,3.0,5.0,4.0,7.0,6.0,0.0,0.0,2.0,97.0,50.0,0.0,0.0,14000.0,N,Cash
5000.0, 36 months,22.15,E,E5,2 years,RENT,45000.0,Source Verified,Charged Off,small_business,3.33,670.0,1.0,4.0,0.0,81.9,w,534.0,530.0,0.0,Individual,0.0,3521.0,3.0,0.0,101.2,0.0,128.0,38.0,14.0,14.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,3300.0,N,Cash
6400.0, 36 months,11.99,B,B3,6 years,RENT,50000.0,Not Verified,Charged Off,debt_consolidation,15.91,680.0,0.0,7.0,0.0,35.2,f,629.0,625.0,0.0,Individual,0.0,18563.0,2.0,7900.0,33.1,0.0,161.0,141.0,1.0,1.0,0.0,0.0,3.0,5.0,3.0,8.0,9.0,0.0,0.0,2.0,90.5,66.7,0.0,0.0,11800.0,N,Cash
1800.0, 36 months,16.01,C,C5,10+ years,MORTGAGE,26508.0,Verified,Fully Paid,debt_consolidation,13.45,675.0,0.0,6.0,0.0,77.2,f,684.0,680.0,0.0,Individual,0.0,94122.0,2.0,1657.0,7.9,0.0,124.0,225.0,39.0,12.0,2.0,1.0,1.0,4.0,1.0,1.0,14.0,0.0,0.0,1.0,95.5,0.0,0.0,0.0,1800.0,N,Cash
10400.0, 60 months,13.99,C,C4,10+ years,RENT,42000.0,Source Verified,Fully Paid,debt_consolidation,16.89,675.0,0.0,7.0,0.0,88.7,f,604.0,600.0,0.0,Individual,0.0,9506.0,3.0,658.0,88.0,0.0,96.0,576.0,2.0,2.0,0.0,0.0,3.0,5.0,3.0,14.0,3.0,0.0,0.0,2.0,95.0,66.7,0.0,0.0,5500.0,N,Cash
18000.0, 36 months,10.99,B,B3,10+ years,MORTGAGE,110000.0,Not Verified,Fully Paid,debt_consolidation,15.12,680.0,0.0,12.0,0.0,77.8,f,674.0,670.0,0.0,Individual,0.0,366556.0,2.0,4006.0,80.6,0.0,225.0,173.0,10.0,10.0,2.0,2.0,7.0,8.0,7.0,11.0,6.0,0.0,0.0,1.0,63.6,57.1,0.0,0.0,20600.0,N,Cash
17125.0, 36 months,16.99,D,D3,10+ years,RENT,70976.0,Source Verified,Fully Paid,debt_consolidation,25.07,670.0,2.0,8.0,0.0,55.0,f,664.0,660.0,0.0,Individual,0.0,32239.0,4.0,1228.0,75.9,0.0,144.0,181.0,3.0,3.0,1.0,6.0,2.0,3.0,2.0,26.0,7.0,0.0,2.0,4.0,84.1,50.0,0.0,0.0,5100.0,N,Cash
14000.0, 60 months,12.62,C,C1,10+ years,MORTGAGE,85000.0,Source Verified,Fully Paid,debt_consolidation,18.32,690.0,1.0,16.0,0.0,45.3,f,674.0,670.0,0.0,Individual,0.0,107769.0,2.0,7816.0,20.2,0.0,135.0,140.0,6.0,6.0,5.0,0.0,5.0,11.0,7.0,10.0,16.0,0.0,0.0,2.0,92.3,0.0,0.0,0.0,9800.0,N,Cash
3000.0, 36 months,12.39,C,C1,3 years,RENT,65000.0,Not Verified,Fully Paid,debt_consolidation,18.02,670.0,0.0,9.0,0.0,74.5,f,624.0,620.0,0.0,Individual,0.0,24326.0,1.0,296.0,89.4,0.0,82.0,99.0,12.0,12.0,0.0,0.0,1.0,3.0,2.0,4.0,3.0,0.0,0.0,1.0,92.3,50.0,0.0,0.0,2800.0,N,Cash
10400.0, 36 months,7.9,A,A4,7 years,MORTGAGE,45000.0,Verified,Fully Paid,debt_consolidation,22.45,710.0,0.0,10.0,0.0,50.8,f,744.0,740.0,0.0,Individual,0.0,96218.0,3.0,1489.0,80.9,0.0,124.0,107.0,6.0,6.0,2.0,0.0,2.0,3.0,3.0,6.0,11.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,7800.0,N,Cash
12000.0, 36 months,7.26,A,A4,10+ years,MORTGAGE,175000.0,Source Verified,Fully Paid,debt_consolidation,8.83,700.0,0.0,18.0,0.0,93.7,w,664.0,660.0,0.0,Individual,0.0,508406.0,3.0,641.0,95.2,0.0,162.0,472.0,25.0,5.0,5.0,2.0,4.0,6.0,7.0,17.0,11.0,0.0,0.0,2.0,92.7,100.0,0.0,0.0,13300.0,N,Cash
25000.0, 60 months,13.33,C,C3,10+ years,OWN,96000.0,Not Verified,Fully Paid,debt_consolidation,14.7,685.0,1.0,22.0,0.0,35.1,w,559.0,555.0,0.0,Individual,0.0,184650.0,7.0,35957.0,39.0,0.0,134.0,156.0,5.0,2.0,0.0,0.0,14.0,17.0,14.0,27.0,50.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,58900.0,N,Cash
4800.0, 36 months,9.17,B,B2,7 years,OWN,25000.0,Verified,Charged Off,home_improvement,20.88,690.0,0.0,16.0,0.0,35.3,w,614.0,610.0,0.0,Individual,0.0,12920.0,6.0,11873.0,50.7,0.0,128.0,128.0,7.0,7.0,0.0,0.0,8.0,12.0,8.0,13.0,2.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,24100.0,N,Cash
6500.0, 36 months,7.89,A,A5,3 years,MORTGAGE,82000.0,Not Verified,Fully Paid,other,22.96,695.0,0.0,8.0,0.0,85.2,f,649.0,645.0,0.0,Individual,0.0,78710.0,1.0,292.0,89.2,0.0,142.0,133.0,47.0,19.0,0.0,0.0,1.0,3.0,1.0,2.0,15.0,0.0,0.0,0.0,73.7,100.0,0.0,0.0,2700.0,N,Cash
5000.0, 36 months,19.99,E,E1,7 years,MORTGAGE,53000.0,Source Verified,Fully Paid,debt_consolidation,28.31,675.0,1.0,14.0,1.0,46.3,f,589.0,585.0,0.0,Individual,75.0,290487.0,4.0,2156.0,79.9,0.0,140.0,171.0,5.0,5.0,12.0,0.0,5.0,6.0,5.0,10.0,7.0,0.0,0.0,4.0,100.0,40.0,1.0,0.0,10700.0,N,Cash
7400.0, 36 months,13.65,C,C1,10+ years,MORTGAGE,150000.0,Not Verified,Fully Paid,debt_consolidation,15.1,695.0,1.0,21.0,0.0,43.0,f,609.0,605.0,0.0,Individual,363.0,495076.0,2.0,8208.0,43.0,0.0,211.0,283.0,5.0,4.0,2.0,1.0,1.0,1.0,3.0,9.0,34.0,0.0,0.0,2.0,95.6,0.0,0.0,0.0,14400.0,N,Cash
8000.0, 36 months,9.17,B,B2,10+ years,RENT,48400.0,Verified,Fully Paid,debt_consolidation,19.76,660.0,1.0,9.0,0.0,65.4,w,664.0,660.0,0.0,Individual,1258.0,12221.0,2.0,1573.0,81.9,0.0,156.0,130.0,5.0,5.0,0.0,0.0,3.0,7.0,3.0,7.0,6.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,8700.0,N,Cash
3500.0, 36 months,14.65,C,C5,10+ years,MORTGAGE,28000.0,Source Verified,Charged Off,car,4.89,690.0,3.0,4.0,1.0,49.9,w,524.0,520.0,0.0,Individual,0.0,3995.0,3.0,3317.0,52.6,0.0,128.0,209.0,2.0,2.0,1.0,0.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0,7000.0,N,Cash
12000.0, 36 months,11.49,B,B5,4 years,OWN,30000.0,Not Verified,Fully Paid,home_improvement,31.11,680.0,0.0,11.0,0.0,83.8,w,714.0,710.0,0.0,Joint App,0.0,32917.0,5.0,815.0,92.8,0.0,129.0,235.0,8.0,8.0,0.0,0.0,4.0,7.0,4.0,6.0,4.0,0.0,0.0,2.0,89.5,100.0,0.0,0.0,11300.0,N,Cash
