Column,Value,Count,Proportion
emp_title,Bariatric Assistant,1,0.001
emp_title,Associate Account Manager,1,0.001
emp_title,SALES,1,0.001
emp_title,Outside Sales,1,0.001
emp_title,Accounts Payable ,1,0.001
emp_title,Produce Selectors,1,0.001
emp_title,"farmers grain terminal,inc",1,0.001
emp_title,Internal Revenue Service,1,0.001
emp_title,Pharmacist,1,0.001
emp_title,Sutter Medical Foundation,1,0.001
emp_title,PC/LAN Analyst 3,1,0.001
emp_title,Foreman ,1,0.001
emp_title,Staples,1,0.001
emp_title,Astrella Corporation,1,0.001
emp_title,Electricisn,1,0.001
emp_title,social worker,1,0.001
emp_title,Maximum Towing,1,0.001
emp_title,Rail Operations Analyst,1,0.001
emp_title,vice pres,1,0.001
emp_title,solo practitioner,1,0.001
emp_title,VP/CTO,1,0.001
emp_title,Parts Specialist,1,0.001
emp_title,Transplant Financial Coordinator,1,0.001
emp_title,dentist,1,0.001
emp_title,courier,1,0.001
emp_title,Owner ,1,0.001
emp_title,Sr. Property Manager ,1,0.001
emp_title,Gracie Square Hospital,1,0.001
emp_title,Amphastar Pharm.,1,0.001
emp_title,Marketing Manager,1,0.001
emp_title,Financial Analyst,1,0.001
emp_title,documentation specialist,1,0.001
emp_title,Appliance Department Manager,1,0.001
emp_title,Staff nurse,1,0.001
emp_title,Information Technology Specialist,1,0.001
emp_title,San Francisco Endoscopy Center,1,0.001
emp_title,HEB ISD,1,0.001
emp_title,Financial Services Manager,1,0.001
emp_title,CAT Scan Tech,1,0.001
emp_title,Abbott Laboratories,1,0.001
emp_title,Asst. Principal,1,0.001
emp_title,Customer Logistics Manager,1,0.001
emp_title,Power Foreman,1,0.001
emp_title,Web developer,1,0.001
emp_title,Reservation Intl Agent,1,0.001
emp_title,Forman,1,0.001
emp_title,courtesy associate,1,0.001
emp_title,Program Representative I,1,0.001
emp_title,Para,1,0.001
emp_title,Contract Specialist,1,0.001
emp_title,Certified Nurse Assistant,1,0.001
emp_title,Ramey,1,0.001
emp_title,petsmart,1,0.001
emp_title,Encore Merchandising,1,0.001
emp_title,Programmer ,1,0.001
emp_title,Portfolio manager,1,0.001
emp_title,Psychologist,1,0.001
emp_title,Maple Press,1,0.001
emp_title,Auditor ,1,0.001
emp_title,Clinical Receptionist II,1,0.001
emp_title,Project Mgr,1,0.001
emp_title,Nursing Assistant,1,0.001
emp_title,Claims adjuster,1,0.001
emp_title,correctional Officer ,1,0.001
emp_title,Mortgage Loan Specialist,1,0.001
emp_title,plasma sprayer,1,0.001
emp_title,Service Agent,1,0.001
emp_title,OneBlood Inc,1,0.001
emp_title,Kohl's,1,0.001
emp_title,Dispatcher trucking and Sales,1,0.001
emp_title,Machine operator,1,0.001
emp_title,representative,1,0.001
emp_title,Citrix Systems,1,0.001
emp_title,Quarter Master,1,0.001
emp_title,City of Albany,1,0.001
emp_title,Officer Manager,1,0.001
emp_title,Executive Legal Admin Asst,1,0.001
emp_title,Sales Representative,1,0.001
emp_title,truck driver,1,0.001
emp_title,Retail associate manager,1,0.001
emp_title,Remote Payment spec,1,0.001
emp_title,Project Manager II,1,0.001
emp_title,Senior Financial Analyst,1,0.001
emp_title,Supervisor II,1,0.001
emp_length,10+ years,345,0.345
emp_length,2 years,95,0.095
emp_length,3 years,80,0.08
emp_length,< 1 year,67,0.067
emp_length,1 year,61,0.061
emp_length,5 years,54,0.054
emp_length,4 years,54,0.054
emp_length,7 years,52,0.052
emp_length,8 years,51,0.051
emp_length,6 years,48,0.048
emp_length,9 years,22,0.022
home_ownership,MORTGAGE,505,0.505
home_ownership,RENT,384,0.384
home_ownership,OWN,111,0.111
verification_status,Source Verified,380,0.38
verification_status,Verified,316,0.316
verification_status,Not Verified,304,0.304
loan_status,Fully Paid,792,0.792
loan_status,Charged Off,208,0.208
purpose,debt_consolidation,580,0.58
purpose,credit_card,231,0.231
purpose,home_improvement,63,0.063
purpose,other,50,0.05
purpose,major_purchase,22,0.022
purpose,medical,16,0.016
purpose,small_business,12,0.012
purpose,vacation,11,0.011
purpose,car,6,0.006
purpose,house,4,0.004
purpose,moving,3,0.003
purpose,educational,1,0.001
purpose,wedding,1,0.001
zip_code,945xx,13,0.013
zip_code,112xx,12,0.012
zip_code,750xx,11,0.011
zip_code,330xx,11,0.011
zip_code,334xx,10,0.01
zip_code,117xx,9,0.009
zip_code,070xx,9,0.009
zip_code,917xx,9,0.009
zip_code,900xx,8,0.008
zip_code,300xx,8,0.008
zip_code,891xx,8,0.008
zip_code,802xx,8,0.008
zip_code,853xx,8,0.008
zip_code,913xx,8,0.008
zip_code,328xx,7,0.007
zip_code,852xx,7,0.007
zip_code,327xx,7,0.007
zip_code,207xx,7,0.007
zip_code,302xx,7,0.007
zip_code,773xx,7,0.007
zip_code,080xx,7,0.007
zip_code,331xx,7,0.007
zip_code,928xx,6,0.006
zip_code,322xx,6,0.006
zip_code,301xx,6,0.006
zip_code,282xx,6,0.006
zip_code,060xx,6,0.006
zip_code,921xx,6,0.006
zip_code,967xx,6,0.006
zip_code,606xx,6,0.006
zip_code,850xx,6,0.006
zip_code,956xx,6,0.006
zip_code,600xx,6,0.006
zip_code,088xx,6,0.006
zip_code,337xx,6,0.006
zip_code,100xx,6,0.006
zip_code,553xx,6,0.006
zip_code,941xx,5,0.005
zip_code,902xx,5,0.005
zip_code,752xx,5,0.005
zip_code,957xx,5,0.005
zip_code,275xx,5,0.005
zip_code,940xx,5,0.005
zip_code,021xx,5,0.005
zip_code,077xx,5,0.005
zip_code,949xx,5,0.005
zip_code,333xx,5,0.005
zip_code,760xx,5,0.005
zip_code,104xx,5,0.005
zip_code,446xx,5,0.005
zip_code,770xx,5,0.005
zip_code,895xx,5,0.005
zip_code,452xx,4,0.004
zip_code,208xx,4,0.004
zip_code,019xx,4,0.004
zip_code,335xx,4,0.004
zip_code,554xx,4,0.004
zip_code,751xx,4,0.004
zip_code,480xx,4,0.004
zip_code,980xx,4,0.004
zip_code,930xx,4,0.004
zip_code,430xx,4,0.004
zip_code,347xx,4,0.004
zip_code,462xx,4,0.004
zip_code,294xx,4,0.004
zip_code,951xx,4,0.004
zip_code,120xx,4,0.004
zip_code,338xx,4,0.004
zip_code,805xx,4,0.004
zip_code,531xx,4,0.004
zip_code,336xx,4,0.004
zip_code,113xx,4,0.004
zip_code,432xx,4,0.004
zip_code,284xx,4,0.004
zip_code,744xx,4,0.004
zip_code,946xx,3,0.003
zip_code,840xx,3,0.003
zip_code,841xx,3,0.003
zip_code,923xx,3,0.003
zip_code,935xx,3,0.003
zip_code,018xx,3,0.003
zip_code,485xx,3,0.003
zip_code,103xx,3,0.003
zip_code,620xx,3,0.003
zip_code,983xx,3,0.003
zip_code,067xx,3,0.003
zip_code,245xx,3,0.003
zip_code,441xx,3,0.003
zip_code,765xx,3,0.003
zip_code,064xx,3,0.003
zip_code,894xx,3,0.003
zip_code,782xx,3,0.003
zip_code,481xx,3,0.003
zip_code,283xx,3,0.003
zip_code,919xx,3,0.003
zip_code,329xx,3,0.003
zip_code,190xx,3,0.003
zip_code,875xx,3,0.003
zip_code,483xx,3,0.003
zip_code,774xx,3,0.003
zip_code,380xx,3,0.003
zip_code,809xx,3,0.003
zip_code,730xx,3,0.003
zip_code,604xx,3,0.003
zip_code,890xx,3,0.003
zip_code,062xx,3,0.003
zip_code,370xx,3,0.003
zip_code,905xx,3,0.003
zip_code,775xx,3,0.003
zip_code,339xx,3,0.003
zip_code,346xx,3,0.003
zip_code,910xx,3,0.003
zip_code,550xx,3,0.003
zip_code,906xx,3,0.003
zip_code,926xx,3,0.003
zip_code,278xx,3,0.003
zip_code,431xx,3,0.003
zip_code,494xx,3,0.003
zip_code,111xx,3,0.003
zip_code,144xx,3,0.003
zip_code,871xx,3,0.003
zip_code,221xx,3,0.003
zip_code,028xx,3,0.003
zip_code,488xx,3,0.003
zip_code,925xx,3,0.003
zip_code,133xx,2,0.002
zip_code,128xx,2,0.002
zip_code,124xx,2,0.002
zip_code,073xx,2,0.002
zip_code,402xx,2,0.002
zip_code,395xx,2,0.002
zip_code,105xx,2,0.002
zip_code,974xx,2,0.002
zip_code,490xx,2,0.002
zip_code,198xx,2,0.002
zip_code,295xx,2,0.002
zip_code,484xx,2,0.002
zip_code,061xx,2,0.002
zip_code,660xx,2,0.002
zip_code,908xx,2,0.002
zip_code,191xx,2,0.002
zip_code,700xx,2,0.002
zip_code,243xx,2,0.002
zip_code,958xx,2,0.002
zip_code,605xx,2,0.002
zip_code,607xx,2,0.002
zip_code,463xx,2,0.002
zip_code,551xx,2,0.002
zip_code,291xx,2,0.002
zip_code,153xx,2,0.002
zip_code,297xx,2,0.002
zip_code,741xx,2,0.002
zip_code,534xx,2,0.002
zip_code,201xx,2,0.002
zip_code,776xx,2,0.002
zip_code,959xx,2,0.002
zip_code,212xx,2,0.002
zip_code,713xx,2,0.002
zip_code,603xx,2,0.002
zip_code,740xx,2,0.002
zip_code,954xx,2,0.002
zip_code,257xx,2,0.002
zip_code,766xx,2,0.002
zip_code,948xx,2,0.002
zip_code,731xx,2,0.002
zip_code,226xx,2,0.002
zip_code,142xx,2,0.002
zip_code,027xx,2,0.002
zip_code,193xx,2,0.002
zip_code,368xx,2,0.002
zip_code,365xx,2,0.002
zip_code,292xx,2,0.002
zip_code,385xx,2,0.002
zip_code,630xx,2,0.002
zip_code,180xx,2,0.002
zip_code,710xx,2,0.002
zip_code,544xx,2,0.002
zip_code,276xx,2,0.002
zip_code,937xx,2,0.002
zip_code,025xx,2,0.002
zip_code,992xx,2,0.002
zip_code,622xx,2,0.002
zip_code,932xx,2,0.002
zip_code,672xx,2,0.002
zip_code,718xx,2,0.002
zip_code,442xx,2,0.002
zip_code,981xx,2,0.002
zip_code,785xx,2,0.002
zip_code,152xx,2,0.002
zip_code,286xx,2,0.002
zip_code,662xx,2,0.002
zip_code,386xx,2,0.002
zip_code,982xx,2,0.002
zip_code,633xx,2,0.002
zip_code,989xx,2,0.002
zip_code,453xx,2,0.002
zip_code,320xx,2,0.002
zip_code,140xx,2,0.002
zip_code,460xx,2,0.002
zip_code,797xx,2,0.002
zip_code,321xx,2,0.002
zip_code,296xx,2,0.002
zip_code,795xx,2,0.002
zip_code,170xx,2,0.002
zip_code,151xx,2,0.002
zip_code,657xx,2,0.002
zip_code,757xx,2,0.002
zip_code,626xx,2,0.002
zip_code,125xx,2,0.002
zip_code,220xx,2,0.002
zip_code,762xx,2,0.002
zip_code,287xx,2,0.002
zip_code,571xx,2,0.002
zip_code,299xx,2,0.002
zip_code,114xx,2,0.002
zip_code,804xx,2,0.002
zip_code,401xx,2,0.002
zip_code,970xx,2,0.002
zip_code,986xx,2,0.002
zip_code,631xx,2,0.002
zip_code,953xx,2,0.002
zip_code,310xx,2,0.002
zip_code,272xx,2,0.002
zip_code,601xx,2,0.002
zip_code,707xx,2,0.002
zip_code,493xx,2,0.002
zip_code,950xx,2,0.002
zip_code,783xx,2,0.002
zip_code,148xx,1,0.001
zip_code,482xx,1,0.001
zip_code,071xx,1,0.001
zip_code,458xx,1,0.001
zip_code,705xx,1,0.001
zip_code,542xx,1,0.001
zip_code,373xx,1,0.001
zip_code,138xx,1,0.001
zip_code,532xx,1,0.001
zip_code,722xx,1,0.001
zip_code,664xx,1,0.001
zip_code,082xx,1,0.001
zip_code,424xx,1,0.001
zip_code,165xx,1,0.001
zip_code,063xx,1,0.001
zip_code,993xx,1,0.001
zip_code,388xx,1,0.001
zip_code,448xx,1,0.001
zip_code,936xx,1,0.001
zip_code,933xx,1,0.001
zip_code,079xx,1,0.001
zip_code,232xx,1,0.001
zip_code,920xx,1,0.001
zip_code,032xx,1,0.001
zip_code,596xx,1,0.001
zip_code,825xx,1,0.001
zip_code,496xx,1,0.001
zip_code,471xx,1,0.001
zip_code,907xx,1,0.001
zip_code,404xx,1,0.001
zip_code,423xx,1,0.001
zip_code,727xx,1,0.001
zip_code,033xx,1,0.001
zip_code,944xx,1,0.001
zip_code,085xx,1,0.001
zip_code,706xx,1,0.001
zip_code,229xx,1,0.001
zip_code,383xx,1,0.001
zip_code,318xx,1,0.001
zip_code,786xx,1,0.001
zip_code,543xx,1,0.001
zip_code,185xx,1,0.001
zip_code,054xx,1,0.001
zip_code,628xx,1,0.001
zip_code,222xx,1,0.001
zip_code,381xx,1,0.001
zip_code,022xx,1,0.001
zip_code,319xx,1,0.001
zip_code,788xx,1,0.001
zip_code,539xx,1,0.001
zip_code,447xx,1,0.001
zip_code,231xx,1,0.001
zip_code,836xx,1,0.001
zip_code,106xx,1,0.001
zip_code,011xx,1,0.001
zip_code,178xx,1,0.001
zip_code,857xx,1,0.001
zip_code,116xx,1,0.001
zip_code,171xx,1,0.001
zip_code,110xx,1,0.001
zip_code,440xx,1,0.001
zip_code,721xx,1,0.001
zip_code,729xx,1,0.001
zip_code,794xx,1,0.001
zip_code,591xx,1,0.001
zip_code,922xx,1,0.001
zip_code,870xx,1,0.001
zip_code,130xx,1,0.001
zip_code,042xx,1,0.001
zip_code,076xx,1,0.001
zip_code,916xx,1,0.001
zip_code,075xx,1,0.001
zip_code,585xx,1,0.001
zip_code,781xx,1,0.001
zip_code,801xx,1,0.001
zip_code,230xx,1,0.001
zip_code,314xx,1,0.001
zip_code,355xx,1,0.001
zip_code,439xx,1,0.001
zip_code,241xx,1,0.001
zip_code,728xx,1,0.001
zip_code,467xx,1,0.001
zip_code,914xx,1,0.001
zip_code,915xx,1,0.001
zip_code,641xx,1,0.001
zip_code,436xx,1,0.001
zip_code,194xx,1,0.001
zip_code,555xx,1,0.001
zip_code,656xx,1,0.001
zip_code,799xx,1,0.001
zip_code,081xx,1,0.001
zip_code,678xx,1,0.001
zip_code,582xx,1,0.001
zip_code,640xx,1,0.001
zip_code,415xx,1,0.001
zip_code,236xx,1,0.001
zip_code,754xx,1,0.001
zip_code,290xx,1,0.001
zip_code,790xx,1,0.001
zip_code,444xx,1,0.001
zip_code,897xx,1,0.001
zip_code,580xx,1,0.001
zip_code,361xx,1,0.001
zip_code,661xx,1,0.001
zip_code,422xx,1,0.001
zip_code,161xx,1,0.001
zip_code,587xx,1,0.001
zip_code,277xx,1,0.001
zip_code,474xx,1,0.001
zip_code,416xx,1,0.001
zip_code,800xx,1,0.001
zip_code,109xx,1,0.001
zip_code,156xx,1,0.001
zip_code,065xx,1,0.001
zip_code,560xx,1,0.001
zip_code,362xx,1,0.001
zip_code,903xx,1,0.001
zip_code,223xx,1,0.001
zip_code,971xx,1,0.001
zip_code,792xx,1,0.001
zip_code,778xx,1,0.001
zip_code,530xx,1,0.001
zip_code,405xx,1,0.001
zip_code,390xx,1,0.001
zip_code,681xx,1,0.001
zip_code,939xx,1,0.001
zip_code,461xx,1,0.001
zip_code,254xx,1,0.001
zip_code,451xx,1,0.001
zip_code,012xx,1,0.001
zip_code,586xx,1,0.001
zip_code,313xx,1,0.001
zip_code,806xx,1,0.001
zip_code,325xx,1,0.001
zip_code,747xx,1,0.001
zip_code,617xx,1,0.001
zip_code,015xx,1,0.001
zip_code,040xx,1,0.001
zip_code,724xx,1,0.001
zip_code,610xx,1,0.001
zip_code,558xx,1,0.001
zip_code,281xx,1,0.001
zip_code,305xx,1,0.001
zip_code,434xx,1,0.001
zip_code,225xx,1,0.001
zip_code,787xx,1,0.001
zip_code,864xx,1,0.001
zip_code,714xx,1,0.001
zip_code,228xx,1,0.001
zip_code,303xx,1,0.001
zip_code,014xx,1,0.001
zip_code,701xx,1,0.001
zip_code,350xx,1,0.001
zip_code,479xx,1,0.001
zip_code,612xx,1,0.001
zip_code,874xx,1,0.001
zip_code,410xx,1,0.001
zip_code,078xx,1,0.001
zip_code,497xx,1,0.001
zip_code,162xx,1,0.001
zip_code,069xx,1,0.001
zip_code,351xx,1,0.001
zip_code,465xx,1,0.001
zip_code,366xx,1,0.001
zip_code,056xx,1,0.001
zip_code,435xx,1,0.001
zip_code,298xx,1,0.001
zip_code,177xx,1,0.001
zip_code,349xx,1,0.001
zip_code,068xx,1,0.001
zip_code,316xx,1,0.001
zip_code,904xx,1,0.001
zip_code,456xx,1,0.001
zip_code,217xx,1,0.001
zip_code,595xx,1,0.001
zip_code,023xx,1,0.001
zip_code,072xx,1,0.001
zip_code,186xx,1,0.001
zip_code,644xx,1,0.001
zip_code,038xx,1,0.001
zip_code,985xx,1,0.001
zip_code,573xx,1,0.001
zip_code,159xx,1,0.001
zip_code,317xx,1,0.001
zip_code,274xx,1,0.001
zip_code,994xx,1,0.001
zip_code,174xx,1,0.001
zip_code,780xx,1,0.001
zip_code,668xx,1,0.001
zip_code,791xx,1,0.001
zip_code,704xx,1,0.001
zip_code,219xx,1,0.001
zip_code,688xx,1,0.001
zip_code,618xx,1,0.001
zip_code,486xx,1,0.001
zip_code,975xx,1,0.001
zip_code,535xx,1,0.001
zip_code,977xx,1,0.001
zip_code,250xx,1,0.001
addr_state,CA,146,0.146
addr_state,FL,90,0.09
addr_state,TX,77,0.077
addr_state,NY,72,0.072
addr_state,NJ,38,0.038
addr_state,OH,38,0.038
addr_state,IL,36,0.036
addr_state,NC,32,0.032
addr_state,GA,30,0.03
addr_state,MI,29,0.029
addr_state,PA,29,0.029
addr_state,VA,24,0.024
addr_state,AZ,23,0.023
addr_state,MA,22,0.022
addr_state,CT,21,0.021
addr_state,WA,20,0.02
addr_state,CO,20,0.02
addr_state,NV,20,0.02
addr_state,SC,18,0.018
addr_state,MN,18,0.018
addr_state,MD,15,0.015
addr_state,OK,14,0.014
addr_state,WI,14,0.014
addr_state,IN,14,0.014
addr_state,LA,13,0.013
addr_state,KY,12,0.012
addr_state,MO,12,0.012
addr_state,TN,11,0.011
addr_state,KS,10,0.01
addr_state,AL,10,0.01
addr_state,NM,8,0.008
addr_state,AR,8,0.008
addr_state,OR,7,0.007
addr_state,MS,6,0.006
addr_state,UT,6,0.006
addr_state,HI,6,0.006
addr_state,ND,5,0.005
addr_state,WV,4,0.004
addr_state,RI,3,0.003
addr_state,SD,3,0.003
addr_state,MT,3,0.003
addr_state,NH,3,0.003
addr_state,VT,2,0.002
addr_state,ME,2,0.002
addr_state,DE,2,0.002
addr_state,NE,2,0.002
addr_state,WY,1,0.001
addr_state,ID,1,0.001
earliest_cr_line,Aug-2000,10,0.01
earliest_cr_line,Aug-2001,10,0.01
earliest_cr_line,Dec-1998,10,0.01
earliest_cr_line,Sep-2002,9,0.009
earliest_cr_line,Feb-2002,9,0.009
earliest_cr_line,Sep-2001,9,0.009
earliest_cr_line,Jun-2003,8,0.008
earliest_cr_line,May-2000,8,0.008
earliest_cr_line,Mar-2004,8,0.008
earliest_cr_line,Jun-2004,8,0.008
earliest_cr_line,Aug-2006,8,0.008
earliest_cr_line,Nov-1998,8,0.008
earliest_cr_line,Jun-2000,8,0.008
earliest_cr_line,Jul-2004,8,0.008
earliest_cr_line,Oct-2004,8,0.008
earliest_cr_line,Sep-2006,8,0.008
earliest_cr_line,Sep-2004,8,0.008
earliest_cr_line,Aug-2007,7,0.007
earliest_cr_line,Jun-2002,7,0.007
earliest_cr_line,Feb-2003,7,0.007
earliest_cr_line,Aug-1993,7,0.007
earliest_cr_line,Nov-2001,7,0.007
earliest_cr_line,Oct-2006,7,0.007
earliest_cr_line,Aug-1995,7,0.007
earliest_cr_line,Mar-2000,7,0.007
earliest_cr_line,Jun-2001,7,0.007
earliest_cr_line,Jan-1999,7,0.007
earliest_cr_line,Feb-1996,7,0.007
earliest_cr_line,Sep-1996,7,0.007
earliest_cr_line,Sep-1998,7,0.007
earliest_cr_line,Aug-2003,7,0.007
earliest_cr_line,Dec-2001,7,0.007
earliest_cr_line,Jan-2000,6,0.006
earliest_cr_line,Aug-1998,6,0.006
earliest_cr_line,Oct-1997,6,0.006
earliest_cr_line,Jul-2002,6,0.006
earliest_cr_line,Sep-2000,6,0.006
earliest_cr_line,Oct-2002,6,0.006
earliest_cr_line,May-1996,6,0.006
earliest_cr_line,Mar-2005,6,0.006
earliest_cr_line,May-2003,6,0.006
earliest_cr_line,Feb-2005,6,0.006
earliest_cr_line,Mar-2003,6,0.006
earliest_cr_line,Dec-2002,6,0.006
earliest_cr_line,Feb-2004,6,0.006
earliest_cr_line,Sep-2003,6,0.006
earliest_cr_line,Jul-2006,6,0.006
earliest_cr_line,Aug-2005,6,0.006
earliest_cr_line,Nov-1999,5,0.005
earliest_cr_line,Dec-1989,5,0.005
earliest_cr_line,May-1999,5,0.005
earliest_cr_line,Oct-1996,5,0.005
earliest_cr_line,Dec-1996,5,0.005
earliest_cr_line,Nov-2002,5,0.005
earliest_cr_line,Nov-2005,5,0.005
earliest_cr_line,Aug-2002,5,0.005
earliest_cr_line,Nov-2003,5,0.005
earliest_cr_line,Jan-1996,5,0.005
earliest_cr_line,Feb-1999,5,0.005
earliest_cr_line,Apr-1999,5,0.005
earliest_cr_line,Sep-1995,5,0.005
earliest_cr_line,Dec-2004,5,0.005
earliest_cr_line,Apr-1996,5,0.005
earliest_cr_line,Apr-2008,5,0.005
earliest_cr_line,Jul-2003,5,0.005
earliest_cr_line,Jan-2002,5,0.005
earliest_cr_line,Jul-1997,5,0.005
earliest_cr_line,Apr-2002,5,0.005
earliest_cr_line,Apr-2000,5,0.005
earliest_cr_line,Jul-1994,5,0.005
earliest_cr_line,Nov-1997,5,0.005
earliest_cr_line,Mar-2002,4,0.004
earliest_cr_line,Jul-2008,4,0.004
earliest_cr_line,Sep-2005,4,0.004
earliest_cr_line,Dec-2000,4,0.004
earliest_cr_line,Apr-2001,4,0.004
earliest_cr_line,Dec-1987,4,0.004
earliest_cr_line,Jun-1997,4,0.004
earliest_cr_line,May-1997,4,0.004
earliest_cr_line,Oct-1993,4,0.004
earliest_cr_line,Apr-2003,4,0.004
earliest_cr_line,Feb-2000,4,0.004
earliest_cr_line,Nov-2007,4,0.004
earliest_cr_line,Mar-2001,4,0.004
earliest_cr_line,Jul-1986,4,0.004
earliest_cr_line,Mar-1995,4,0.004
earliest_cr_line,Nov-1994,4,0.004
earliest_cr_line,Oct-1995,4,0.004
earliest_cr_line,Sep-1999,4,0.004
earliest_cr_line,Jun-1993,4,0.004
earliest_cr_line,May-2002,4,0.004
earliest_cr_line,Jul-2001,4,0.004
earliest_cr_line,Oct-1985,4,0.004
earliest_cr_line,Jun-1996,4,0.004
earliest_cr_line,Jul-1999,4,0.004
earliest_cr_line,Dec-1995,4,0.004
earliest_cr_line,Jan-2001,4,0.004
earliest_cr_line,Jan-2006,4,0.004
earliest_cr_line,Dec-1997,4,0.004
earliest_cr_line,May-2005,4,0.004
earliest_cr_line,Apr-1994,4,0.004
earliest_cr_line,Aug-1997,4,0.004
earliest_cr_line,Apr-2005,4,0.004
earliest_cr_line,Jan-1993,4,0.004
earliest_cr_line,Apr-1998,4,0.004
earliest_cr_line,Dec-1999,4,0.004
earliest_cr_line,Apr-1989,3,0.003
earliest_cr_line,Apr-2006,3,0.003
earliest_cr_line,Jul-1993,3,0.003
earliest_cr_line,Apr-2007,3,0.003
earliest_cr_line,Nov-2004,3,0.003
earliest_cr_line,Sep-1986,3,0.003
earliest_cr_line,Nov-1995,3,0.003
earliest_cr_line,Oct-2003,3,0.003
earliest_cr_line,May-1993,3,0.003
earliest_cr_line,Jan-2005,3,0.003
earliest_cr_line,Mar-2006,3,0.003
earliest_cr_line,Apr-1997,3,0.003
earliest_cr_line,Jan-2004,3,0.003
earliest_cr_line,Nov-2006,3,0.003
earliest_cr_line,Oct-2005,3,0.003
earliest_cr_line,Jan-1990,3,0.003
earliest_cr_line,Jul-1989,3,0.003
earliest_cr_line,Feb-1994,3,0.003
earliest_cr_line,Dec-1994,3,0.003
earliest_cr_line,Dec-1992,3,0.003
earliest_cr_line,Jan-1998,3,0.003
earliest_cr_line,Oct-1990,3,0.003
earliest_cr_line,Nov-2000,3,0.003
earliest_cr_line,Apr-2004,3,0.003
earliest_cr_line,Jan-2007,3,0.003
earliest_cr_line,Nov-1991,3,0.003
earliest_cr_line,Aug-1996,3,0.003
earliest_cr_line,May-2001,3,0.003
earliest_cr_line,Aug-1994,3,0.003
earliest_cr_line,Feb-1998,3,0.003
earliest_cr_line,Jun-2010,3,0.003
earliest_cr_line,Jan-2003,3,0.003
earliest_cr_line,May-1995,3,0.003
earliest_cr_line,May-2011,3,0.003
earliest_cr_line,Nov-1993,3,0.003
earliest_cr_line,Nov-2010,3,0.003
earliest_cr_line,Aug-2004,3,0.003
earliest_cr_line,Oct-1998,3,0.003
earliest_cr_line,Sep-1987,3,0.003
earliest_cr_line,Dec-2005,3,0.003
earliest_cr_line,Mar-1990,3,0.003
earliest_cr_line,Apr-1985,2,0.002
earliest_cr_line,Aug-2008,2,0.002
earliest_cr_line,May-2004,2,0.002
earliest_cr_line,May-2012,2,0.002
earliest_cr_line,May-2010,2,0.002
earliest_cr_line,Mar-1997,2,0.002
earliest_cr_line,Oct-1987,2,0.002
earliest_cr_line,Mar-1998,2,0.002
earliest_cr_line,Dec-2003,2,0.002
earliest_cr_line,Aug-1983,2,0.002
earliest_cr_line,Aug-1992,2,0.002
earliest_cr_line,Oct-2001,2,0.002
earliest_cr_line,Jul-2011,2,0.002
earliest_cr_line,Jun-1998,2,0.002
earliest_cr_line,Jan-1980,2,0.002
earliest_cr_line,Aug-1985,2,0.002
earliest_cr_line,Feb-2011,2,0.002
earliest_cr_line,Feb-2008,2,0.002
earliest_cr_line,Jan-1991,2,0.002
earliest_cr_line,Apr-2009,2,0.002
earliest_cr_line,May-1994,2,0.002
earliest_cr_line,Aug-2013,2,0.002
earliest_cr_line,May-2006,2,0.002
earliest_cr_line,Aug-1989,2,0.002
earliest_cr_line,Apr-1995,2,0.002
earliest_cr_line,Feb-1992,2,0.002
earliest_cr_line,Aug-2011,2,0.002
earliest_cr_line,Jan-1994,2,0.002
earliest_cr_line,Oct-2011,2,0.002
earliest_cr_line,Jun-2006,2,0.002
earliest_cr_line,Jul-1990,2,0.002
earliest_cr_line,May-1992,2,0.002
earliest_cr_line,Sep-2007,2,0.002
earliest_cr_line,Oct-1999,2,0.002
earliest_cr_line,Apr-1991,2,0.002
earliest_cr_line,Dec-2007,2,0.002
earliest_cr_line,Mar-1993,2,0.002
earliest_cr_line,Jul-1996,2,0.002
earliest_cr_line,Aug-1988,2,0.002
earliest_cr_line,Mar-2007,2,0.002
earliest_cr_line,Apr-2011,2,0.002
earliest_cr_line,Feb-2006,2,0.002
earliest_cr_line,Jan-1997,2,0.002
earliest_cr_line,Aug-1999,2,0.002
earliest_cr_line,Mar-2013,2,0.002
earliest_cr_line,Jun-2007,2,0.002
earliest_cr_line,Mar-2008,2,0.002
earliest_cr_line,Jul-1995,2,0.002
earliest_cr_line,Apr-1990,2,0.002
earliest_cr_line,Nov-1986,2,0.002
earliest_cr_line,Nov-1990,2,0.002
earliest_cr_line,Aug-1991,2,0.002
earliest_cr_line,Nov-1988,2,0.002
earliest_cr_line,Jan-1987,2,0.002
earliest_cr_line,Jul-2005,2,0.002
earliest_cr_line,Oct-1978,2,0.002
earliest_cr_line,Oct-1994,2,0.002
earliest_cr_line,Nov-2011,2,0.002
earliest_cr_line,Dec-2006,2,0.002
earliest_cr_line,Jul-1991,2,0.002
earliest_cr_line,Feb-1993,2,0.002
earliest_cr_line,May-1998,2,0.002
earliest_cr_line,Feb-1997,2,0.002
earliest_cr_line,Oct-2008,2,0.002
earliest_cr_line,Apr-1986,2,0.002
earliest_cr_line,Jun-1989,2,0.002
earliest_cr_line,Sep-1992,2,0.002
earliest_cr_line,Dec-1988,2,0.002
earliest_cr_line,Feb-1990,2,0.002
earliest_cr_line,Sep-1989,2,0.002
earliest_cr_line,Oct-2000,2,0.002
earliest_cr_line,Dec-2012,2,0.002
earliest_cr_line,Dec-1993,2,0.002
